Date,Open,High,Low,Close,Volume,Adj Close
2015-02-12,375.100006,378.51001,373.149994,377.170013,2791100,377.170013
2015-02-11,371.230011,377.100006,371.100006,375.140015,2786500,375.140015
2015-02-10,371.190002,374.299988,368.51001,373.00,2287200,373.00
2015-02-09,371.00,374.410004,367.200012,370.559998,2724600,370.559998
2015-02-06,374.869995,375.98999,371.01001,374.279999,3892400,374.279999
2015-02-05,366.00,378.799988,365.899994,373.890015,7247600,373.890015
2015-02-04,358.380005,367.50,358.230011,364.75,4169900,364.75
2015-02-03,360.290009,367.820007,360.209991,363.549988,6212600,363.549988
2015-02-02,350.049988,365.00,350.01001,364.470001,10231900,364.470001
2015-01-30,346.320007,359.50,340.73999,354.529999,23856100,354.529999
2015-01-29,304.730011,312.799988,299.329987,311.779999,8656600,311.779999
2015-01-28,309.809998,311.51001,303.799988,303.910004,3063800,303.910004
2015-01-27,306.299988,310.23999,302.630005,306.75,2920300,306.75
2015-01-26,311.820007,313.00,307.519989,309.660004,3169700,309.660004
2015-01-23,308.079987,316.929993,307.720001,312.390015,4496400,312.390015
2015-01-22,300.00,312.25,300.00,310.320007,5362600,310.320007
2015-01-21,289.640015,306.00,287.26001,297.25,10065100,297.25
2015-01-20,292.589996,293.359985,286.390015,289.440002,3075100,289.440002
2015-01-16,286.279999,290.790009,285.25,290.73999,3478200,290.73999
2015-01-15,294.00,296.00,286.820007,286.950012,4419200,286.950012
2015-01-14,291.929993,295.910004,286.50,293.269989,5464600,293.269989
2015-01-13,297.480011,301.50,293.230011,294.73999,4136400,294.73999
2015-01-12,297.559998,298.51001,289.279999,291.410004,3421400,291.410004
2015-01-09,301.480011,302.869995,296.679993,296.929993,2592400,296.929993
2015-01-08,300.320007,303.140015,296.109985,300.459991,3088400,300.459991
2015-01-07,297.50,301.279999,295.329987,298.420013,2640300,298.420013
2015-01-06,302.23999,303.00,292.380005,295.290009,3519000,295.290009
2015-01-05,307.01001,308.380005,300.850006,302.190002,2774200,302.190002
2015-01-02,312.579987,314.75,306.959991,308.519989,2783200,308.519989
2014-12-31,311.549988,312.980011,310.01001,310.350006,2048000,310.350006
2014-12-30,309.910004,313.940002,309.339996,310.299988,2093000,310.299988
2014-12-29,307.850006,314.269989,306.579987,312.040009,3009000,312.040009
2014-12-26,305.00,310.779999,303.809998,309.089996,2893800,309.089996
2014-12-24,306.380005,307.00,302.880005,303.029999,1513800,303.029999
2014-12-23,306.980011,307.48999,303.25,306.290009,2713700,306.290009
2014-12-22,301.940002,307.359985,301.940002,306.540009,4003800,306.540009
2014-12-19,296.910004,301.540009,295.519989,299.899994,8709100,299.899994
2014-12-18,304.01001,304.50,293.25,297.730011,7738100,297.730011
2014-12-17,296.369995,299.670013,293.029999,298.880005,4433500,298.880005
2014-12-16,304.350006,304.48999,295.01001,295.059998,6501300,295.059998
2014-12-15,308.869995,310.859985,302.149994,306.070007,3841600,306.070007
2014-12-12,303.98999,310.640015,303.01001,307.320007,3153500,307.320007
2014-12-11,307.890015,312.640015,306.01001,307.359985,3262900,307.359985
2014-12-10,312.00,313.190002,304.679993,305.839996,3245900,305.839996
2014-12-09,302.98999,313.640015,301.140015,312.50,4049500,312.50
2014-12-08,311.570007,316.559998,304.820007,306.640015,3639200,306.640015
2014-12-05,316.799988,316.929993,310.839996,312.630005,3265200,312.630005
2014-12-04,315.529999,318.589996,313.470001,316.929993,3290300,316.929993
2014-12-03,325.730011,326.769989,314.359985,316.50,5681000,316.50
2014-12-02,327.50,327.929993,323.25,326.309998,2790300,326.309998
2014-12-01,338.119995,340.640015,325.929993,326.00,4944900,326.00
2014-11-28,336.029999,341.26001,336.029999,338.640015,3051800,338.640015
2014-11-26,333.779999,334.649994,331.75,333.570007,1983600,333.570007
2014-11-25,335.269989,336.329987,331.279999,335.040009,2565000,335.040009
2014-11-24,334.779999,337.390015,333.600006,335.640015,2754200,335.640015
2014-11-21,335.420013,338.329987,331.470001,332.630005,4466600,332.630005
2014-11-20,324.00,332.670013,323.329987,330.540009,3436700,330.540009
2014-11-19,327.25,328.399994,324.019989,326.540009,3281600,326.540009
2014-11-18,323.98999,329.559998,323.25,324.929993,3549500,324.929993
2014-11-17,326.440002,328.00,318.029999,323.049988,4784900,323.049988
2014-11-14,317.119995,332.880005,316.399994,327.820007,8877800,327.820007
2014-11-13,312.00,317.890015,311.51001,316.480011,3686400,316.480011
2014-11-12,310.75,312.579987,308.790009,311.51001,2183000,311.51001
2014-11-11,305.940002,312.380005,303.649994,312.01001,3803600,312.01001
2014-11-10,300.00,305.799988,300.00,305.109985,2809100,305.109985
2014-11-07,297.820007,299.98999,296.290009,299.859985,2647400,299.859985
2014-11-06,296.690002,297.00,292.290009,296.640015,3758100,296.640015
2014-11-05,303.01001,304.00,294.160004,296.519989,4674500,296.519989
2014-11-04,303.98999,304.25,300.170013,302.809998,3427400,302.809998
2014-11-03,306.23999,308.01001,303.23999,305.720001,3242500,305.720001
